# CVS $Revision: 1.1 $ $Author: chrisc $ -- Fri May  8 08:59:10 2009 -- reformated by prettylst.pl v1.39 (build 8180)

AGESET:0|Adulthood
RACENAME:Aasimar			CLASS:Barbarian,Rogue,Sorcerer[BASEAGEADD:1d6]|Bard,Fighter,Paladin,Ranger[BASEAGEADD:1d8]|Cleric,Druid,Monk,Wizard[BASEAGEADD:2d8]
RACENAME:Aasimar			SEX:Male[BASEHT:58|HTDIEROLL:2d10|BASEWT:120|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]Female[BASEHT:53|HTDIEROLL:2d10|BASEWT:85|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]
RACENAME:Aasimar			BASEAGE:15	MAXAGE:44	AGEDIEROLL:1d29	HAIR:Blond|Brown|Bald|Grey|Silver|Golden	EYES:Blue|Black|Brown|Grey|Silver|Golden|Topaz	SKINTONE:Tanned|Pasty|Fair|Grey|Iridescent
RACENAME:Bariaur			CLASS:Barbarian,Rogue,Sorcerer[BASEAGEADD:1d6]|Bard,Fighter,Paladin,Ranger[BASEAGEADD:2d6]|Cleric,Druid,Monk,Wizard[BASEAGEADD:3d6]
RACENAME:Bariaur			SEX:Male[BASEHT:66|HTDIEROLL:2d8|BASEWT:240|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]Female[BASEHT:62|HTDIEROLL:2d8|BASEWT:200|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]
RACENAME:Bariaur			BASEAGE:20	MAXAGE:61	AGEDIEROLL:1d31	HAIR:Brown|Golden	EYES:Blue|Black|Brown|Grey	SKINTONE:Pale Tan|Fair|Nut Brown
RACENAME:Buomman			CLASS:Barbarian,Rogue,Sorcerer[BASEAGEADD:1d4]|Bard,Fighter,Paladin,Ranger[BASEAGEADD:1d6]|Cleric,Druid,Monk,Wizard[BASEAGEADD:2d6]
RACENAME:Buomman			SEX:Male[BASEHT:56|HTDIEROLL:2d10|BASEWT:130|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]Female[BASEHT:52|HTDIEROLL:2d10|BASEWT:90|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]
RACENAME:Buomman			BASEAGE:15	MAXAGE:34	AGEDIEROLL:1d19	HAIR:Red|Blond|Brown|Bald|Grey	EYES:Blue|Black|Brown|Grey|Green	SKINTONE:Tanned|Pasty|Fair|Grey
RACENAME:Mephling(Water)	CLASS:Barbarian,Rogue,Sorcerer[BASEAGEADD:4d4]|Bard,Fighter,Paladin,Ranger[BASEAGEADD:4d6]|Cleric,Druid,Monk,Wizard[BASEAGEADD:6d6]
RACENAME:Mephling(Water)	SEX:Male[BASEHT:31|HTDIEROLL:2d4|BASEWT:25|WTDIEROLL:1|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]Female[BASEHT:33|HTDIEROLL:2d4|BASEWT:30|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]
RACENAME:Mephling(Water)	BASEAGE:50	MAXAGE:99	AGEDIEROLL:1d49	HAIR:Bald	EYES:Black	SKINTONE:Green|Grey|Blue
RACENAME:Mephling(Earth)	CLASS:Barbarian,Rogue,Sorcerer[BASEAGEADD:4d4]|Bard,Fighter,Paladin,Ranger[BASEAGEADD:4d6]|Cleric,Druid,Monk,Wizard[BASEAGEADD:6d6]
RACENAME:Mephling(Earth)	SEX:Male[BASEHT:31|HTDIEROLL:2d4|BASEWT:25|WTDIEROLL:1|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]Female[BASEHT:33|HTDIEROLL:2d4|BASEWT:30|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]
RACENAME:Mephling(Earth)	BASEAGE:50	MAXAGE:99	AGEDIEROLL:1d49	HAIR:Bald	EYES:Blue|Black|Brown|Grey	SKINTONE:Grey
RACENAME:Mephling(Fire)		CLASS:Barbarian,Rogue,Sorcerer[BASEAGEADD:4d4]|Bard,Fighter,Paladin,Ranger[BASEAGEADD:4d6]|Cleric,Druid,Monk,Wizard[BASEAGEADD:6d6]
RACENAME:Mephling(Fire)		SEX:Male[BASEHT:31|HTDIEROLL:2d4|BASEWT:25|WTDIEROLL:1|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]Female[BASEHT:33|HTDIEROLL:2d4|BASEWT:30|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]
RACENAME:Mephling(Fire)		BASEAGE:50	MAXAGE:99	AGEDIEROLL:1d49	HAIR:Blond|Brown|Bald|Grey	EYES:Blue|Black|Brown|Grey	SKINTONE:Reddish Bronze
RACENAME:Mephling(Air)		CLASS:Barbarian,Rogue,Sorcerer[BASEAGEADD:4d4]|Bard,Fighter,Paladin,Ranger[BASEAGEADD:4d6]|Cleric,Druid,Monk,Wizard[BASEAGEADD:6d6]
RACENAME:Mephling(Air)		SEX:Male[BASEHT:31|HTDIEROLL:2d4|BASEWT:25|WTDIEROLL:1|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]Female[BASEHT:33|HTDIEROLL:2d4|BASEWT:30|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]
RACENAME:Mephling(Air)		BASEAGE:50	MAXAGE:99	AGEDIEROLL:1d49	HAIR:White	EYES:Violet|Silver|Blue|Black	SKINTONE:White
RACENAME:Neraph			CLASS:Barbarian,Rogue,Sorcerer[BASEAGEADD:3d6]|Bard,Fighter,Paladin,Ranger[BASEAGEADD:5d6]|Cleric,Druid,Monk,Wizard[BASEAGEADD:7d6]
RACENAME:Neraph			SEX:Male[BASEHT:58|HTDIEROLL:2d10|BASEWT:120|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]Female[BASEHT:53|HTDIEROLL:2d10|BASEWT:85|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]
RACENAME:Neraph			BASEAGE:40	MAXAGE:124	AGEDIEROLL:1d84	HAIR:Bald	EYES:Red|Brown|Black|Orange	SKINTONE:Red
RACENAME:Shadowswyft		CLASS:Barbarian,Rogue,Sorcerer[BASEAGEADD:1d4]|Bard,Fighter,Paladin,Ranger[BASEAGEADD:2d4]|Cleric,Druid,Monk,Wizard[BASEAGEADD:3d4]
RACENAME:Shadowswyft		SEX:Male[BASEHT:64|HTDIEROLL:3d6|BASEWT:120|WTDIEROLL:1d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]Female[BASEHT:60|HTDIEROLL:3d6|BASEWT:80|WTDIEROLL:1d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]
RACENAME:Shadowswyft		BASEAGE:12	MAXAGE:24	AGEDIEROLL:1d12	HAIR:Dark Brown|Black	EYES:Black	SKINTONE:Medium Brown|Dark Brown|Black
RACENAME:Spiker			CLASS:Barbarian,Rogue,Sorcerer[BASEAGEADD:1d4]|Bard,Fighter,Paladin,Ranger[BASEAGEADD:1d6]|Cleric,Druid,Monk,Wizard[BASEAGEADD:2d6]
RACENAME:Spiker			SEX:Male[BASEHT:58|HTDIEROLL:2d10|BASEWT:140|WTDIEROLL:2d6|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]Female[BASEHT:53|HTDIEROLL:2d10|BASEWT:100|WTDIEROLL:2d6|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]
RACENAME:Spiker			BASEAGE:20	MAXAGE:34	AGEDIEROLL:1d14	HAIR:Black	EYES:Deep Violet	SKINTONE:Dull Metallic
RACENAME:Tiefling			CLASS:Barbarian,Rogue,Sorcerer[BASEAGEADD:1d6]|Bard,Fighter,Paladin,Ranger[BASEAGEADD:1d8]|Cleric,Druid,Monk,Wizard[BASEAGEADD:2d8]
RACENAME:Tiefling			SEX:Male[BASEHT:58|HTDIEROLL:2d10|BASEWT:120|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]Female[BASEHT:53|HTDIEROLL:2d10|BASEWT:85|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]
RACENAME:Tiefling			BASEAGE:15	MAXAGE:44	AGEDIEROLL:1d29	HAIR:Brown|Blonde|Grey|Red|Black	EYES:Red|Blue|Green|Brown|Grey	SKINTONE:Tanned|Pasty|Fair|Grey
RACENAME:Wildren			CLASS:Barbarian,Rogue,Sorcerer[BASEAGEADD:3d6]|Bard,Fighter,Paladin,Ranger[BASEAGEADD:5d6]|Cleric,Druid,Monk,Wizard[BASEAGEADD:7d6]
RACENAME:Wildren			SEX:Male[BASEHT:44|HTDIEROLL:2d10|BASEWT:120|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]Female[BASEHT:42|HTDIEROLL:2d10|BASEWT:90|WTDIEROLL:2d4|TOTALWT:BASEWT+(HTDIEROLL*WTDIEROLL)]
RACENAME:Wildren			BASEAGE:30	MAXAGE:79	AGEDIEROLL:1d49	HAIR:Dark Grey and white|Dark Brown and White|Black and White	EYES:Blu|Grey|Black|Green|Brown|Hazel	SKINTONE:Dark Fur

AGESET:1|Middle Age	BONUS:STAT|STR,CON,DEX|-1	BONUS:STAT|INT,WIS,CHA|1
RACENAME:Aasimar			BASEAGE:45	MAXAGE:67	AGEDIEROLL:1d22
RACENAME:Bariaur			BASEAGE:62	MAXAGE:92	AGEDIEROLL:1d30
RACENAME:Buomman			BASEAGE:35	MAXAGE:54	AGEDIEROLL:1d19
RACENAME:Mephling (Water)	BASEAGE:100	MAXAGE:149	AGEDIEROLL:1d49
RACENAME:Mephling (Earth)	BASEAGE:100	MAXAGE:149	AGEDIEROLL:1d49
RACENAME:Mephling (Fire)	BASEAGE:100	MAXAGE:149	AGEDIEROLL:1d49
RACENAME:Mephling (Air)		BASEAGE:100	MAXAGE:149	AGEDIEROLL:1d49
RACENAME:Neraph			BASEAGE:125	MAXAGE:187	AGEDIEROLL:1d62
RACENAME:Shadowswyft		BASEAGE:25	MAXAGE:36	AGEDIEROLL:1d11
RACENAME:Spiker			BASEAGE:35	MAXAGE:51	AGEDIEROLL:1d16
RACENAME:Tiefling			BASEAGE:45	MAXAGE:67	AGEDIEROLL:1d22
RACENAME:Wildren			BASEAGE:80	MAXAGE:119	AGEDIEROLL:1d39
AGESET:2|Old		BONUS:STAT|STR,CON,DEX|-3	BONUS:STAT|INT,WIS,CHA|2
RACENAME:Aasimar			BASEAGE:68	MAXAGE:89	AGEDIEROLL:1d21
RACENAME:Bariaur			BASEAGE:93	MAXAGE:124	AGEDIEROLL:1d31
RACENAME:Buomman			BASEAGE:55	MAXAGE:79	AGEDIEROLL:1d24
RACENAME:Mephling (Water)	BASEAGE:150	MAXAGE:199	AGEDIEROLL:1d49
RACENAME:Mephling (Earth)	BASEAGE:150	MAXAGE:199	AGEDIEROLL:1d49
RACENAME:Mephling (Fire)	BASEAGE:150	MAXAGE:199	AGEDIEROLL:1d49
RACENAME:Mephling (Air)		BASEAGE:150	MAXAGE:199	AGEDIEROLL:1d49
RACENAME:Neraph			BASEAGE:188	MAXAGE:249	AGEDIEROLL:1d61
RACENAME:Shadowswyft		BASEAGE:37	MAXAGE:48	AGEDIEROLL:1d11
RACENAME:Spiker			BASEAGE:52	MAXAGE:68	AGEDIEROLL:1d16
RACENAME:Tiefling			BASEAGE:68	MAXAGE:89	AGEDIEROLL:1d21
RACENAME:Wildren			BASEAGE:120	MAXAGE:159	AGEDIEROLL:1d39
AGESET:3|Venerable	BONUS:STAT|STR,CON,DEX|-6	BONUS:STAT|INT,WIS,CHA|3
RACENAME:Aasimar			BASEAGE:90	MAXAGE:150	AGEDIEROLL:3d20
RACENAME:Bariaur			BASEAGE:125	MAXAGE:225	AGEDIEROLL:5d20
RACENAME:Buomman			BASEAGE:80	MAXAGE:120	AGEDIEROLL:2d20
RACENAME:Mephling (Water)	BASEAGE:200	MAXAGE:240	AGEDIEROLL:2d20
RACENAME:Mephling (Earth)	BASEAGE:200	MAXAGE:240	AGEDIEROLL:2d20
RACENAME:Mephling (Fire)	BASEAGE:200	MAXAGE:240	AGEDIEROLL:2d20
RACENAME:Mephling (Air)		BASEAGE:200	MAXAGE:240	AGEDIEROLL:2d20
RACENAME:Neraph			BASEAGE:250	MAXAGE:450	AGEDIEROLL:2d100
RACENAME:Shadowswyft		BASEAGE:49	MAXAGE:69	AGEDIEROLL:2d10
RACENAME:Spiker			BASEAGE:69	MAXAGE:99	AGEDIEROLL:3d10
RACENAME:Tiefling			BASEAGE:90	MAXAGE:150	AGEDIEROLL:3d20
RACENAME:Wildren			BASEAGE:160	MAXAGE:560	AGEDIEROLL:4d100
